date,settlement_corridor,fx_corridor,fx_corridor,settlement_risk,p50_delay_min,extreme_delay_min,fx_risk,fx_slippage_bps,fx_regime_num
2018-10-09,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.93,29.68007755695589,2
2018-10-10,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.27,29.781871061560835,2
2018-10-12,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.08,29.723703344643724,2
2018-10-15,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.03,29.70916141541444,2
2018-10-16,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.79,29.636451769268056,2
2018-10-17,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.59,29.578284052350945,2
2018-10-18,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.3,29.49103247697528,2
2018-10-19,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,97.87,29.36015511391178,2
2018-10-22,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,97.53,29.25836160930683,2
2018-10-23,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,97.24,29.171110033931168,2
2018-10-24,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,96.8,29.040232670867667,2
2018-10-25,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,96.41,28.923897237033447,2
2018-10-26,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,96.03,28.807561803199224,2
2018-10-29,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,95.59,28.676684440135723,2
2018-10-30,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,94.86,28.45855550169656,2
2018-10-31,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,94.09,28.225884634028112,2
2018-11-01,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,93.6,28.080465341735337,2
2018-11-04,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,100.0,30.0,2
2018-11-05,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.95,29.98545807077072,2
2018-11-06,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.9,29.970916141541444,2
2018-11-07,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.81,29.94183228308289,2
2018-11-09,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.66,29.89820649539505,2
2018-11-10,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.85,29.956374212312166,2
2018-11-12,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.76,29.92729035385361,2
2018-11-13,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.71,29.912748424624336,2
2018-11-14,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.61,29.883664566165777,2
2018-11-15,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.56,29.8691226369365,2
2018-11-16,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.52,29.854580707707225,2
2018-11-19,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.42,29.825496849248665,2
2018-11-20,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,99.13,29.738245273873,2
2018-11-21,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.89,29.66553562772661,2
2018-11-22,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.69,29.6073679108095,2
2018-11-23,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.4,29.52011633543384,2
2018-11-26,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.01,29.40378090159961,2
2018-11-27,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,97.67,29.30198739699467,2
2018-11-28,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,97.38,29.214735821619,2
2018-11-29,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,96.99,29.09840038778478,2
2018-11-30,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,96.61,28.982064953950555,2
2018-12-01,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,96.22,28.865729520116336,2
2018-12-02,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.84,29.65099369849733,2
2018-12-03,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.64,29.592825981580223,2
2018-12-04,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.45,29.53465826466311,2
2018-12-06,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.06,29.41832283082889,2
2018-12-07,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.11,29.43286476005817,2
2018-12-09,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,97.77,29.331071255453224,2
2018-12-10,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.5,29.54920019389239,2
2018-12-11,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,98.21,29.461948618516725,2
2018-12-12,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,97.92,29.37469704314105,2
2018-12-13,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,97.62,29.28744546776539,2
2018-12-14,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,97.33,29.200193892389727,2
2018-12-17,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,96.9,29.069316529326223,2
2018-12-18,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,96.51,28.952981095492003,2
2018-12-19,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,96.17,28.851187590887054,2
2018-12-20,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,95.78,28.734852157052835,2
2018-12-21,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,95.3,28.58943286476006,2
2018-12-24,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,94.47,28.342220067862332,2
2018-12-25,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,93.89,28.167716917111,2
2018-12-26,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,93.21,27.964129907901118,2
2018-12-27,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,92.54,27.760542898691227,2
2018-12-28,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,91.71,27.513330101793503,2
2018-12-31,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,90.98,27.29520116335434,2
2019-01-01,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,90.31,27.09161415414445,2
2019-01-02,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,89.72,26.91711100339312,2
2019-01-03,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,89.82,26.946194861851676,2
2019-01-04,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,89.38,26.81531749878817,2
2019-01-05,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,89.43,26.829859428017453,2
2019-01-07,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,89.0,26.698982064953952,2
2019-01-08,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,88.41,26.524478914202614,2
2019-01-10,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,87.64,26.29180804653417,2
2019-01-11,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,88.22,26.466311197285503,2
2019-01-14,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,87.35,26.204556471158508,2
2019-01-15,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,86.52,25.957343674260784,2
2019-01-16,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,85.85,25.753756665050897,2
2019-01-17,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,85.31,25.59379544352884,2
2019-01-18,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,84.78,25.433834222006787,2
2019-01-21,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,84.29,25.28841492971401,2
2019-01-22,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,83.76,25.128453708191955,2
2019-01-23,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,83.23,24.9684924866699,2
2019-01-24,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,82.7,24.80853126514784,2
2019-01-25,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,81.63,24.48860882210373,2
2019-01-28,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,80.42,24.12506059137179,2
2019-01-29,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,79.21,23.761512360639845,2
2019-01-30,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,77.94,23.383422200678623,2
2019-01-31,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,76.49,22.94716432380029,2
2019-02-01,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,74.89,22.467280659234124,2
2019-02-04,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,74.12,22.23460979156568,2
2019-02-05,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,73.92,22.17644207464857,2
2019-02-07,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,72.86,21.85651963160446,2
2019-02-08,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,71.74,21.522055259331072,2
2019-02-09,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,71.01,21.303926320891904,2
2019-02-10,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,72.56,21.7692680562288,2
2019-02-12,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,71.26,21.376635967038293,2
2019-02-13,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,70.19,21.056713523994183,2
2019-02-14,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,69.66,20.896752302472127,1
2019-02-15,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,68.49,20.547746000969465,1
2019-02-18,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,66.89,20.06786233640329,1
2019-02-19,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,64.66,19.39893359185652,1
2019-02-20,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,62.82,18.846340281143966,1
2019-02-21,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,60.83,18.250121182743577,1
2019-02-22,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,58.99,17.697527872031024,1
2019-02-25,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,57.59,17.27581192438197,1
2019-02-26,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,56.23,16.868637905962192,1
2019-02-27,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,54.68,16.403296170625303,1
2019-02-28,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,53.03,15.90887057682986,1
2019-03-01,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,51.62,15.487154629180806,1
2019-03-04,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,50.99,15.298109549200197,1
2019-03-05,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,53.17,15.952496364517692,1
2019-03-06,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,52.11,15.632573921473584,1
2019-03-07,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,50.46,15.138148327678138,1
2019-03-09,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,49.05,14.716432380029085,1
2019-03-10,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,64.91,19.47164323800291,1
2019-03-12,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,65.0,19.500727096461464,1
2019-03-13,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,63.89,19.16626272418808,1
2019-03-14,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,68.64,20.59137178865729,1
2019-03-15,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,67.09,20.12603005332041,1
2019-03-18,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,65.2,19.558894813378576,1
2019-03-19,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,63.45,19.035385361124572,1
2019-03-20,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,61.66,18.4973339796413,1
2019-03-21,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,59.67,17.90111488124091,1
2019-03-22,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,58.31,17.493940862821134,1
2019-03-25,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,56.96,17.08676684440136,1
2019-03-26,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,55.45,16.63596703829375,1
2019-03-27,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,53.81,16.141541444498305,1
2019-03-28,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,52.25,15.676199709161416,1
2019-03-29,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,50.75,15.225399903053807,1
2019-04-01,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,49.15,14.74551623848764,1
2019-04-02,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,48.09,14.425593795443527,1
2019-04-03,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,53.08,15.923412506059137,1
2019-04-04,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,52.45,15.734367426078524,1
2019-04-06,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,56.37,16.912263693650026,1
2019-04-07,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,54.77,16.43238002908386,1
2019-04-09,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,53.66,16.09791565681047,1
2019-04-10,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,68.1,20.43141056713524,1
2019-04-11,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,68.3,20.489578284052357,1
2019-04-12,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,66.6,19.98061076102763,1
2019-04-15,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,65.05,19.515269025690746,1
2019-04-16,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,69.12,20.73679108095007,1
2019-04-17,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,67.77,20.329617062530296,1
2019-04-18,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,65.78,19.733397964129907,1
2019-04-19,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,63.65,19.093553078041687,1
2019-04-22,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,61.56,18.46825012118274,1
2019-04-23,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,59.62,17.886572952011633,1
2019-04-24,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,58.26,17.479398933591856,1
2019-04-25,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,56.91,17.07222491517208,1
2019-04-26,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,55.4,16.621425109064468,1
2019-04-29,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,53.9,16.170625302956857,1
2019-04-30,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,52.35,15.70528356761997,1
2019-05-02,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,50.95,15.283567619970915,1
2019-05-03,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,54.87,16.461463887542415,1
2019-05-04,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,54.58,16.374212312166748,1
2019-05-06,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,56.18,16.854095976732914,1
2019-05-07,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,54.73,16.41783809985458,1
2019-05-08,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,54.44,16.330586524478914,1
2019-05-09,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,60.59,18.17741153659719,1
2019-05-11,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,60.25,18.07561803199225,1
2019-05-12,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,60.16,18.04653417353369,1
2019-05-13,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,58.75,17.624818225884635,1
2019-05-14,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,57.88,17.363063499757637,1
2019-05-15,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,56.62,16.98497333979641,1
2019-05-16,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,55.11,16.534173533688804,1
2019-05-17,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,53.37,16.010664081434804,1
2019-05-20,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,51.82,15.545322346097915,1
2019-05-21,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,51.24,15.370819195346584,1
2019-05-22,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,49.64,14.890935530780418,1
2019-05-23,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,47.94,14.381968007755695,1
2019-05-24,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,46.34,13.90208434318953,1
2019-05-27,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,45.03,13.50945225399903,1
2019-05-28,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,43.58,13.073194377120698,1
2019-05-29,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,42.37,12.709646146388756,1
2019-05-30,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,41.4,12.4188075618032,1
2019-05-31,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,40.33,12.098885118759087,1
2019-06-02,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,39.26,11.77896267571498,1
2019-06-03,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,43.48,13.044110518662142,1
2019-06-05,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,45.9,13.771206980126031,1
2019-06-06,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,45.27,13.58216190014542,1
2019-06-08,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,43.97,13.18952981095492,1
2019-06-09,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,47.21,14.163839069316529,1
2019-06-11,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,46.83,14.047503635482308,1
2019-06-12,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,46.0,13.800290838584589,1
2019-06-13,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,44.79,13.436742607852642,1
2019-06-14,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,48.47,14.541929229277752,1
2019-06-17,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,46.92,14.076587493940863,1
2019-06-18,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,45.56,13.669413475521084,1
2019-06-19,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,44.21,13.262239457101307,1
2019-06-20,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,42.66,12.79689772176442,1
2019-06-21,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,41.64,12.491517207949588,1
2019-06-24,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,40.57,12.171594764905478,1
2019-06-25,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,39.65,11.8952981095492,1
2019-06-26,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,38.54,11.560833737275813,1
2019-06-27,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,37.32,11.197285506543867,1
2019-06-28,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,36.21,10.86282113427048,1
2019-07-01,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,35.0,10.499272903538536,1
2019-07-02,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,35.34,10.60106640814348,1
2019-07-03,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,38.2,11.45904023267087,1
2019-07-05,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,39.36,11.808046534173531,1
2019-07-06,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,38.58,11.575375666505089,1
2019-07-08,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,37.71,11.31362094037809,1
2019-07-10,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,41.69,12.506059137178866,1
2019-07-11,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,40.62,12.186136694134754,1
2019-07-15,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,39.55,11.866214251090645,1
2019-07-16,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,48.62,14.585555016965584,1
2019-07-17,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,47.02,14.10567135239942,1
2019-07-18,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,45.71,13.71303926320892,1
2019-07-19,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,44.4,13.32040717401842,1
2019-07-22,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,42.75,12.825981580222976,1
2019-07-23,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,41.54,12.462433349491032,1
2019-07-24,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,40.52,12.1570528356762,1
2019-07-25,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,39.46,11.837130392632089,1
2019-07-26,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,38.34,11.5026660203587,1
2019-07-29,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,37.23,11.168201648085311,1
2019-07-30,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,36.16,10.848279205041202,1
2019-07-31,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,34.85,10.455647115850702,1
2019-08-01,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,33.49,10.048473097430929,1
2019-08-02,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,35.87,10.761027629665536,1
2019-08-03,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,36.98,11.095492001938924,1
2019-08-04,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,38.29,11.488124091129423,1
2019-08-05,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,37.37,11.211827435773149,1
2019-08-07,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,36.26,10.877363063499756,1
2019-08-08,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,37.76,11.328162869607366,1
2019-08-10,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,43.04,12.913233155598643,1
2019-08-11,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,42.27,12.6805622879302,1
2019-08-13,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,41.25,12.375181774115363,1
2019-08-14,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,40.18,12.055259331071255,1
2019-08-15,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,39.21,11.7644207464857,1
2019-08-16,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,38.39,11.51720794958798,1
2019-08-19,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,38.0,11.400872515753758,1
2019-08-20,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,37.03,11.110033931168202,1
2019-08-21,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,35.72,10.717401841977702,1
2019-08-22,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,34.42,10.324769752787205,1
2019-08-23,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,33.45,10.033931168201647,1
2019-08-26,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,32.62,9.786718371303923,1
2019-08-27,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,32.23,9.670382937469704,1
2019-08-28,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,31.17,9.350460494425594,1
2019-08-29,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,30.3,9.088705768298595,1
2019-08-30,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,29.47,8.841492971400873,0
2019-09-01,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,28.74,8.623364032961707,0
2019-09-04,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,29.52,8.85603490063015,0
2019-09-05,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,30.88,9.263208919049926,1
2019-09-07,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,31.27,9.37954435288415,1
2019-09-08,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,35.97,10.790111488124092,1
2019-09-09,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,43.77,13.13136209403781,1
2019-09-10,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,43.24,12.971400872515757,1
2019-09-12,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,42.56,12.767813863305864,1
2019-09-13,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,41.44,12.433349491032477,1
2019-09-16,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,40.38,12.113427047988369,1
2019-09-17,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,39.6,11.880756180319922,1
2019-09-18,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,38.49,11.546291808046533,1
2019-09-19,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,37.47,11.240911294231704,1
2019-09-20,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,36.45,10.935530780416869,1
2019-09-23,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,35.24,10.571982549684924,1
2019-09-24,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,33.93,10.179350460494426,1
2019-09-25,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,32.91,9.873969946679592,1
2019-09-26,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,31.75,9.524963645176928,1
2019-09-27,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,30.54,9.161415414444985,1
2019-09-30,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,30.05,9.015996122152204,1
2019-10-01,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,29.23,8.768783325254484,0
2019-10-04,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,28.6,8.579738245273873,0
2019-10-05,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,30.25,9.074163839069316,1
2019-10-06,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,30.78,9.23412506059137,1
2019-10-07,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,30.2,9.05962190984004,1
2019-10-09,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,31.46,9.43771206980126,1
2019-10-10,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,51.19,15.356277266117306,1
2019-10-12,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,50.7,15.210857973824526,1
2019-10-14,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,49.25,14.774600096946196,1
2019-10-15,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,47.5,14.251090644692196,1
2019-10-16,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,46.73,14.018419777023752,1
2019-10-17,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,45.32,13.596703829374697,1
2019-10-18,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,44.06,13.218613669413475,1
2019-10-21,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,42.61,12.782355792535144,1
2019-10-22,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,41.49,12.447891420261756,1
2019-10-23,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,40.43,12.127968977217645,1
2019-10-24,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,39.31,11.793504604944255,1
2019-10-25,AREIND,INR_AED,INR_AED,25.0,60.0,2880.0,38.25,11.473582161900143,1
